Protocol,Noise_Profile,F_Eve,QBER_Threshold,CHSH_Threshold,Mean_Metric,Std_Metric,Mean_SKR,Std_SKR,FPR,FNR
E91,Noise_8%,0.8,N/A,1.8613,1.5285847357182951,0.06520879445991767,0.0,0.0,0.0,0.0
E91,Noise_8%,1.0,N/A,1.8613,1.4143940009286455,0.06646748467817137,0.0,0.0,0.0,0.0
E91,Threshold_11%,0.0,N/A,1.5320,1.7172236892753916,0.05640066775236373,0.0,0.0,0.0,0.0
E91,Threshold_11%,0.2,N/A,1.5320,1.6566269282779822,0.06106801283754499,0.0,0.0,0.0,0.98
E91,Threshold_11%,0.4,N/A,1.5320,1.6012662902037766,0.060866944373273196,0.0,0.0,0.0,0.88
E91,Threshold_11%,0.6,N/A,1.5320,1.5294704120233868,0.05301675578137852,0.0,0.0,0.0,0.52
E91,Threshold_11%,0.8,N/A,1.5320,1.474582361754358,0.047903206014263074,0.0,0.0,0.0,0.12
E91,Threshold_11%,1.0,N/A,1.5320,1.4224617708238398,0.05488723871534012,0.0,0.0,0.0,0.04
E91,IBM_Marrakesh,0.0,N/A,2.6956,2.843706590178084,0.170384398586107,0.19267893810763562,0.020817994499778333,0.23333333333333334,0.0
E91,IBM_Marrakesh,0.25,N/A,2.6956,2.5292854454853098,0.15512518488388904,0.0886348512805664,0.024087693017448966,0.0,0.13333333333333333
E91,IBM_Marrakesh,0.5,N/A,2.6956,2.1177920692919674,0.180470100287777,0.005336888224194163,0.012627568611003077,0.0,0.0
E91,IBM_Marrakesh,0.75,N/A,2.6956,1.7794311544942654,0.12569689551230953,0.0,0.0,0.0,0.0
E91,IBM_Marrakesh,1.0,N/A,2.6956,1.428718141073848,0.16670419663047592,0.0,0.0,0.0,0.0
